,LTV_M,Purpose_M,Coop_M,Product_M,Occup_M,Back_M,BoCreditScor_M,PropType_M,Year,Bank,MortDate,Assigned_ID,Portfolio_Worthy
37685,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125685,1
37686,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125686,1
37687,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125687,1
37688,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125688,1
37689,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125689,1
37690,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125690,1
37691,0.127,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125691,1
37692,0.13,1.0,1.0,0.879,1.0,2.345,0.743,1.0,2017,Indianapolis,2017,2125692,1
37693,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125693,0
37694,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125694,0
37695,0.13,1.61,1.0,0.879,1.304,2.02,0.743,1.146,2017,Indianapolis,2017,2125695,1
37696,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125696,0
37697,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125697,0
37698,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125698,0
37699,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125699,0
37700,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125700,1
37701,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125701,0
37702,0.127,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125702,0
37703,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125703,0
37704,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125704,0
37705,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125705,0
37706,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125706,1
37707,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125707,0
37708,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125708,0
37709,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125709,1
37710,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125710,1
37711,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.146,2017,Indianapolis,2017,2125711,0
37712,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125712,0
37713,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125713,0
37714,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125714,0
37715,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125715,0
37716,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125716,0
37717,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125717,1
37718,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125718,1
37719,0.13,1.0,1.0,0.879,1.0,1.0,2.85,1.0,2017,Indianapolis,2017,2125719,1
37720,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125720,0
37721,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125721,1
37722,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125722,1
37723,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125723,1
37724,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125724,0
37725,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125725,0
37726,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125726,0
37727,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125727,1
37728,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125728,1
37729,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125729,1
37730,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125730,1
37731,0.13,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2125731,1
37732,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125732,1
37733,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125733,1
37734,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125734,0
37735,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125735,1
37736,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125736,0
37737,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125737,0
37738,0.13,1.0,1.0,0.879,1.0,1.0,2.85,1.0,2017,Indianapolis,2017,2125738,1
37739,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125739,1
37740,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125740,1
37741,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125741,1
37742,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125742,1
37743,0.127,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125743,1
37744,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125744,1
37745,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125745,1
37746,0.13,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2125746,1
37747,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125747,0
37748,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125748,1
37749,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125749,1
37750,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125750,0
37751,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125751,0
37752,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125752,1
37753,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125753,0
37754,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125754,1
37755,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125755,1
37756,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125756,1
37757,0.127,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125757,1
37758,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125758,1
37759,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125759,1
37760,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125760,1
37761,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125761,1
37762,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125762,0
37763,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125763,1
37764,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125764,1
37765,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125765,1
37766,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125766,1
37767,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125767,0
37768,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125768,1
37769,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125769,1
37770,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125770,1
37771,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125771,0
37772,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Indianapolis,2017,2125772,1
37773,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125773,1
37774,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125774,1
37775,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125775,1
37776,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125776,0
37777,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125777,1
37778,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125778,0
37779,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125779,0
37780,0.127,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125780,0
37781,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125781,0
37782,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125782,1
37783,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125783,1
37784,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125784,0
37785,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125785,1
37786,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125786,1
37787,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125787,1
37788,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125788,1
37789,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125789,1
37790,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125790,1
37791,0.13,1.0,1.0,0.879,1.304,1.0,2.85,1.0,2017,Indianapolis,2017,2125791,1
37792,0.13,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2125792,1
37793,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125793,1
37794,0.13,1.0,1.0,0.879,1.304,1.431,1.76,1.0,2017,Indianapolis,2017,2125794,1
37795,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125795,1
37796,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125796,0
37797,0.13,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2125797,1
37798,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.146,2017,Indianapolis,2017,2125798,1
37799,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125799,1
37800,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125800,0
37801,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125801,1
37802,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.146,2017,Indianapolis,2017,2125802,0
37803,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125803,0
37804,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125804,0
37805,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125805,0
37806,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125806,1
37807,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125807,1
37808,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125808,0
37809,0.127,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125809,1
37810,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125810,1
37811,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125811,1
37812,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125812,0
37813,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125813,1
37814,0.13,1.0,1.0,0.879,1.304,1.0,0.743,1.146,2017,Indianapolis,2017,2125814,1
37815,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125815,0
37816,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125816,1
37817,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125817,1
37818,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125818,1
37819,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125819,0
37820,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125820,1
37821,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125821,1
37822,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125822,0
37823,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125823,0
37824,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.146,2017,Indianapolis,2017,2125824,0
37825,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125825,1
37826,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125826,1
37827,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125827,1
37828,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125828,0
37829,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125829,1
37830,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125830,1
37831,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125831,1
37832,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125832,1
37833,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125833,1
37834,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125834,1
37835,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125835,1
37836,0.13,1.0,1.0,0.879,1.304,2.019,0.743,1.0,2017,Indianapolis,2017,2125836,1
37837,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125837,0
37838,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125838,1
37839,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125839,1
37840,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125840,0
37841,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125841,0
37842,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125842,0
37843,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125843,0
37844,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125844,1
37845,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125845,1
37846,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125846,0
37847,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125847,0
37848,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125848,0
37849,0.127,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125849,1
37850,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125850,0
37851,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125851,0
37852,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125852,1
37853,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125853,1
37854,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125854,1
37855,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125855,1
37856,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125856,1
37857,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125857,1
37858,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125858,1
37859,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125859,1
37860,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125860,0
37861,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125861,0
37862,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125862,0
37863,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125863,1
37864,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125864,1
37865,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125865,0
37866,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125866,1
37867,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125867,1
37868,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.146,2017,Indianapolis,2017,2125868,1
37869,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125869,0
37870,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125870,1
37871,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125871,1
37872,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125872,1
37873,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125873,1
37874,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125874,1
37875,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125875,1
37876,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125876,1
37877,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125877,1
37878,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125878,0
37879,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125879,0
37880,0.127,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125880,1
37881,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125881,1
37882,0.127,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125882,1
37883,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.146,2017,Indianapolis,2017,2125883,1
37884,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125884,0
37885,0.13,1.0,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2125885,1
37886,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125886,1
37887,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.146,2017,Indianapolis,2017,2125887,1
37888,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125888,0
37889,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125889,1
37890,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125890,1
37891,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125891,0
37892,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125892,0
37893,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125893,1
37894,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125894,1
37895,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125895,1
37896,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125896,1
37897,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125897,1
37898,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125898,1
37899,0.127,1.61,1.0,0.879,1.0,2.02,1.76,1.146,2017,Indianapolis,2017,2125899,1
37900,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125900,0
37901,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125901,0
37902,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125902,0
37903,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125903,1
37904,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125904,1
37905,0.13,1.0,1.0,0.879,1.304,2.019,0.743,1.0,2017,Indianapolis,2017,2125905,1
37906,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125906,1
37907,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125907,1
37908,0.13,1.0,1.0,0.879,1.304,1.0,0.743,1.146,2017,Indianapolis,2017,2125908,1
37909,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125909,0
37910,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125910,1
37911,0.127,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125911,0
37912,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125912,1
37913,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125913,1
37914,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125914,1
37915,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2125915,0
37916,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125916,1
37917,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125917,1
37918,0.13,1.0,1.0,0.879,1.304,1.431,0.743,1.0,2017,Indianapolis,2017,2125918,1
37919,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125919,1
37920,0.13,1.0,1.0,0.879,1.0,1.431,2.85,1.0,2017,Indianapolis,2017,2125920,1
37921,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2125921,1
37922,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125922,1
37923,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125923,0
37924,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.146,2017,Indianapolis,2017,2125924,0
37925,0.13,1.0,1.0,0.879,1.304,2.019,1.76,1.0,2017,Indianapolis,2017,2125925,1
37926,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2125926,1
37927,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2125927,1
37928,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125928,0
37929,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125929,0
37930,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125930,0
37931,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125931,0
37932,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2125932,1
37933,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125933,0
37934,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125934,0
37935,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125935,1
37936,0.13,1.0,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2125936,1
37937,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125937,0
37938,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2125938,1
37939,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2125939,1
37940,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2125940,1
37941,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2125941,0
